address,exhibit_url,registration_number,country_name,state,foreign_principal,date,registration_date,url,registration
"P.O. Box 1199, Majuro 96960  ",http://www.fara.gov/docs/6321-Exhibit-AB-20150930-1.pdf,6321,LIBYA,,Enewetak/Ujelang Local Government,09/30/2015,09/30/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6321,Exhibit%20AB,MARSHALL%20ISLANDS","Cohen, David B."
Kuala Lumpur  ,http://www.fara.gov/docs/2331-Exhibit-AB-19720401-DBCLMI02.pdf,2331,MALAYSIA,,Malaysian Industrial Development Authority,04/17/1972,04/17/1972,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2331,Exhibit%20AB,MALAYSIA",Malaysian Industrial Development Authority
"2nd Floor, Wisma Sawit, Lot 6, SS6, Jalan Perbandaran",http://www.fara.gov/docs/4575-Exhibit-AB-19911001-D1UXE004.pdf,5931,MALAYSIA,,Malaysian Palm Oil Council,04/05/2016,04/17/2009,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5931,Exhibit%20AB,MALAYSIA","Venable, LLP"
Kuala Lumpur  ,http://www.fara.gov/docs/4575-Exhibit-AB-19911001-D1UXE004.pdf,4575,MALAYSIA,,Malaysian Palm Oil Council,10/04/1991,10/04/1991,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:4575,Exhibit%20AB,MALAYSIA",Malaysian Palm Oil Council (f/k/a American Palm Oil Council)
Kuala Lumpur  ,http://www.fara.gov/docs/2510-Exhibit-AB-19740401-CZOYO603.pdf,2510,MALAYSIA,,"Tourist Development Corporation, Ministry of Tourism, Government of the Federation of Malaysia",04/17/1979,04/17/1974,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2510,Exhibit%20AB,MALAYSIA",Malaysia Tourism Promotion Board
"Ground Floor, 3-6, 9 & 11th Floor  Wisma Damansara, Jalan Semantan  Damansara Heights 50490 Kuala Lu  ",http://www.fara.gov/docs/5350-Exhibit-AB-19991210-G3EOZV01.pdf,5350,MALAYSIA,,Malaysian Industrial Development Authority,12/10/1999,12/10/1999,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5350,Exhibit%20AB,MALAYSIA",Malaysian Investment Development Authority
"801 Second Avenue, Suite 202E",http://www.fara.gov/docs/3492-Exhibit-AB-20160623-38.pdf,3492,MALDIVES,NY,Permanent Mission of the Republic of Maldives to the United Nations,06/23/2016,06/24/1983,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3492,Exhibit%20AB,MALDIVES","Akin, Gump, Strauss, Hauer & Feld, LLP"
"11th Floor, Bangunan Getah Asli (Menara) 148 Jalan Ampang, 50450 Kuala Lumpur  ",http://www.fara.gov/docs/3492-Exhibit-AB-20160623-38.pdf,5444,MALAYSIA,,Malaysian Rubber Export Promotion Council,07/02/2001,07/02/2001,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5444,Exhibit%20AB,MALAYSIA",Malaysian Rubber Export Promotion Council (USA)
"Albotoba Street, Tobruk, Libya  ",http://www.fara.gov/docs/6321-Exhibit-AB-20150930-1.pdf,6200,LIBYA,,"Libya House of Representatives, President Agilah Saleh Issa",07/20/2016,12/11/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6200,Exhibit%20AB,LIBYA",Dickens & Madson Canada Inc.
"1911 Pennsylvania Avenue, NW",http://www.fara.gov/docs/5570-Exhibit-AB-20030731-HJMFTY03.pdf,5870,MEXICO,DC,Embassy of Mexico through Kuykendall & Associates,02/02/2009,06/16/2008,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5870,Exhibit%20AB,MEXICO","Brownstein Hyatt Farber Schreck, LLP"
Majuro Atoll  ,http://www.fara.gov/docs/4533-Exhibit-AB-19910701-D1UU3304.pdf,4533,MARSHALL ISLANDS,,Republic of the Marshall Islands,07/01/1991,07/01/1991,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:4533,Exhibit%20AB,MARSHALL%20ISLANDS","International Registries, Inc."
Air Mauritius Building  Port Louis  ,http://www.fara.gov/docs/5570-Exhibit-AB-20030731-HJMFTY03.pdf,5570,MAURITIUS,,Mauritius Ministry of Industry and International Trade,07/31/2003,07/31/2003,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5570,Exhibit%20AB,MAURITIUS","Ryberg and Smith, LLC"
  ,http://www.fara.gov/docs/5932-Exhibit-AB-20090424-6.pdf,5932,MARSHALL ISLANDS,,Embassy of Mexico through Kuykendall & Associates,04/24/2009,04/24/2009,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5932,Exhibit%20AB,MEXICO","Raben Group, LLC"
Calle 59 #514 entre 62 y 64,http://www.fara.gov/docs/6279-Exhibit-AB-20150309-1.pdf,6279,MEXICO,,Secretariat of Economic Development State of Yucatan,03/09/2015,03/09/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6279,Exhibit%20AB,MEXICO","MRB Group, LLC"
  ,http://www.fara.gov/docs/4533-Exhibit-AB-19910701-D1UU3304.pdf,5860,MARSHALL ISLANDS,,Mission of the Republic of the Marshall Islands to the United Nations,11/30/2011,04/03/2008,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5860,Exhibit%20AB,MARSHALL%20ISLANDS","Independent Diplomat, Inc."
Mexico City  ,http://www.fara.gov/docs/4486-Exhibit-AB-19910301-D1QZ9Z02.pdf,4486,MEXICO,,Government of Mexico,03/15/1991,03/15/1991,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:4486,Exhibit%20AB,MEXICO","Public Strategies Washington, Inc."
Palacio de Gobierno. Av. Corona #31 Col. Centro.,http://www.fara.gov/docs/6402-Exhibit-AB-20170208-2.pdf,6402,MEXICO,,"Government of the State of Jalisco, Office of Communication",02/08/2017,02/08/2017,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6402,Exhibit%20AB,MEXICO",Wiljan Consulting LLC
"Insurgentes Sur No. 476, Piso 11",http://www.fara.gov/docs/6402-Exhibit-AB-20170208-2.pdf,5712,MEXICO,,"Secretaria de Agricultura Ganaderia, Desarollo Rural, Pesca y Alimentacion (SAGARPA)",10/03/2005,10/03/2005,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5712,Exhibit%20AB,MEXICO","Greenberg Traurig, LLP"
Viaducto Miguel Aleman No. 105,http://www.fara.gov/docs/6279-Exhibit-AB-20150309-1.pdf,6227,MEXICO,,"Consejo de PromocionTuristica de Mexico, S.A. de C.V.",05/11/2016,06/18/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6227,Exhibit%20AB,MEXICO","Burson-Marsteller, LLC (Washington, DC)"
Avenida Paseo d los Cocoteros,http://www.fara.gov/docs/6212-Exhibit-AB-20140310-5.pdf,6212,MEXICO,,Officina De Visitantes Y Convenciones de la Riviera Nayarit,03/10/2014,03/10/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6212,Exhibit%20AB,MEXICO","Finn Partners, Inc."
P.O. Box 1766,http://www.fara.gov/docs/5401-Exhibit-AB-20031020-HPFSFB02.pdf,5401,MARSHALL ISLANDS,,Rongelap Atoll Local Government,01/20/2012,12/14/2000,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5401,Exhibit%20AB,MARSHALL%20ISLANDS","Van Scoyoc Associates, Inc."
50 Fremont Street San Francisco  ,http://www.fara.gov/docs/5198-Exhibit-AB-19980409-ET0EUI05.pdf,5198,MEXICO,CA,Secretaria de Economia,04/09/1998,07/31/1997,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5198,Exhibit%20AB,MEXICO","Pillsbury Winthrop Shaw Pittman, LLP"
"Consultoria Juridica Plaza #20, Piso 6",http://www.fara.gov/docs/5917-Exhibit-AB-20090309-1.pdf,5917,MEXICO,,Government of United Mexican States,03/09/2009,03/09/2009,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5917,Exhibit%20AB,MEXICO","Kuykendall, Gregory J., PC"
Rabat  ,,5648,MICRONESIA,,Government of Morocco,10/01/2004,10/01/2004,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5648,Exhibit%20AB,MOROCCO","Moroccan-American Center for Policy, Inc."
"PS123, Palikir",http://www.fara.gov/docs/1750-Exhibit-AB-20161027-18.pdf,1750,MICRONESIA,,Government of the Federated States of Micronesia,10/27/2016,06/04/1964,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:1750,Exhibit%20AB,MICRONESIA","Arnold & Porter Kaye Scholer, LLP"
32 Tighina Street MD-2001  Chisinau  ,http://www.fara.gov/docs/5907-Exhibit-AB-20090219-1.pdf,5926,MOLDOVA,,Democratic Party of Moldova,07/01/2016,04/01/2009,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5926,Exhibit%20AB,MOLDOVA","Podesta Group, Inc."
"3400 International Drive, NW",http://www.fara.gov/docs/2327-Exhibit-AB-19720401-DBCG9902.pdf,5299,MONACO,DC,Embassy of the Principality of Monaco,10/14/2015,02/02/1999,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5299,Exhibit%20AB,MONACO","Berliner Corcoran & Rowe, LLP"
Bucuresti 88 Chisinau  ,http://www.fara.gov/docs/2327-Exhibit-AB-19720401-DBCG9902.pdf,6132,MOLDOVA,,Liberal Democratic Party of Moldova,04/28/2014,09/12/2012,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6132,Exhibit%20AB,MOLDOVA","Fianna Strategies, LLC"
"1220 L Street, NW",http://www.fara.gov/docs/5907-Exhibit-AB-20090219-1.pdf,5907,MOROCCO,DC,Moroccan American Center for Policy,02/19/2009,02/19/2009,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5907,Exhibit%20AB,MOROCCO","Vision Americas, LLC"
"1220 L Street, NW",http://www.fara.gov/docs/5806-Exhibit-AB-20090227-6.pdf,5806,MOROCCO,DC,Moroccan American Center for Policy,02/26/2014,05/07/2007,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5806,Exhibit%20AB,MOROCCO","Gray Global Advisors, LLC"
  ,,2327,MONACO,,Direction du Tourisme et des Congres,04/25/1972,03/21/1972,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2327,Exhibit%20AB,MONACO",Monaco Government Tourist Office
"Peace Ave - 7a, Ulaanbaatar 14210  ",http://www.fara.gov/docs/5806-Exhibit-AB-20090227-6.pdf,6148,MONGOLIA,,"Government of Mongolia, Ministry of Foreign Affairs and Trade",01/10/2013,01/10/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6148,Exhibit%20AB,MONGOLIA","Dilenschneider Group, Inc."
"1601 21st, NW",http://www.fara.gov/docs/5806-Exhibit-AB-20090227-6.pdf,6236,MOROCCO,DC,"Government of the Kingdom of Morocco, Embassy",07/30/2014,07/30/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6236,Exhibit%20AB,MOROCCO","Mayer Brown, LLP"
"1601 21st Street, NW",http://www.fara.gov/docs/5839-Exhibit-AB-20160401-32.pdf,5839,MOROCCO,DC,Embassy of the Kingdom of Morocco,04/01/2016,11/12/2007,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5839,Exhibit%20AB,MOROCCO","Sorini, Samet & Associates, LLC"
"1601 21st Street, NW",http://www.fara.gov/docs/6362-Exhibit-AB-20160622-1.pdf,6362,MOROCCO,DC,Embassy of the Kingdom of Morocco,06/22/2016,06/22/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6362,Exhibit%20AB,MOROCCO","Husch Blackwell, LLP"
  ,http://www.fara.gov/docs/6362-Exhibit-AB-20160622-1.pdf,6086,MOROCCO,,Moroccan American Center for Policy (MACP),02/28/2013,01/12/2012,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6086,Exhibit%20AB,MOROCCO","Western Hemisphere Strategies, LLC"
"1220 L Street, NW",http://www.fara.gov/docs/5806-Exhibit-AB-20090227-6.pdf,5877,MOROCCO,DC,"Moroccan American Center for Policy, Inc.",08/14/2008,08/14/2008,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5877,Exhibit%20AB,MOROCCO",Beckerman
Rabat  ,http://www.fara.gov/docs/5901-Exhibit-AB-20081217-1.pdf,5901,MOROCCO,,Kingdom of Morocco,12/17/2008,12/17/2008,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5901,Exhibit%20AB,MOROCCO","LeClairRyan, A Professional Corporation"
Rabat  ,http://www.fara.gov/docs/5523-Exhibit-AB-20021011-H4V2NH01.pdf,5523,MOROCCO,,Government of the Kingdom of Morocco,10/11/2002,10/11/2002,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5523,Exhibit%20AB,MOROCCO","Gabriel Company, LLC"
"Azatamartiknezy, 28  ",http://www.fara.gov/docs/6137-Exhibit-AB-20121009-4.pdf,5342,NAGORNO KARABAKH,,Government of the Nagorno Karabakh Republic,11/12/1999,11/12/1999,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5342,Exhibit%20AB,NAGORNO%20KARABAKH",Office of the Nagorno Karabakh Republic in the USA
"1220 L Street, NW",http://www.fara.gov/docs/5523-Exhibit-AB-20021011-H4V2NH01.pdf,5809,MOROCCO,DC,"Moroccan American Center for Policy through the Amani Group, LLC",03/06/2009,05/11/2007,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5809,Exhibit%20AB,MOROCCO","Nurnberger & Associates, Inc."
"Plot 33, Abubakar Tafawa Balewa Way, Central Business District, Cadastral Zone, Abuja",http://www.fara.gov/docs/6291-Exhibit-AB-20160609-8.pdf,6291,MOROCCO,,Central Bank of Nigeria through Davebrook Digital PR Services Limited,06/09/2016,04/28/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6291,Exhibit%20AB,NIGERIA","APCO Worldwide, Inc."
Prinses Beatrixlaan 2 2595 AL The Hague  ,http://www.fara.gov/docs/4777-Exhibit-AB-20150430-18.pdf,4777,NETHERLANDS,,Netherlands Foreign Investment Agency,04/30/2015,03/12/1993,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:4777,Exhibit%20AB,NETHERLANDS",Development Counsellors International
  ,http://www.fara.gov/docs/6137-Exhibit-AB-20121009-4.pdf,6137,MOROCCO,,Kingdom of Morocco,10/09/2012,09/25/2012,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6137,Exhibit%20AB,MOROCCO",Just Consulting LLC
"1605 New Hampshire Avenue, NW",http://www.fara.gov/docs/6311-Exhibit-AB-20160901-2.pdf,6311,NAMIBIA,DC,Embassy of the Republic of Namibia,09/01/2016,08/07/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6311,Exhibit%20AB,NAMIBIA",Rubenstein Public Relations
Rabat  ,http://www.fara.gov/docs/6311-Exhibit-AB-20160901-2.pdf,1793,MOROCCO,,Moroccan National Tourist Office,09/21/1964,09/21/1964,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:1793,Exhibit%20AB,MOROCCO",Moroccan National Tourist Office
2131 Leroy PL NW,http://www.fara.gov/docs/6180-Exhibit-AB-20150508-2.pdf,6180,NEPAL,DC,Embassy of Nepal,05/08/2015,08/12/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6180,Exhibit%20AB,NEPAL","Sandler Trade, LLC"
Leidschendam  ,http://www.fara.gov/docs/6180-Exhibit-AB-20150508-2.pdf,619,NETHERLANDS,,Tourisme Recreatie Netherland,03/20/1950,03/20/1950,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:619,Exhibit%20AB,NETHERLANDS",Netherlands Board of Tourism and Conventions (NBTC)
"37 Observatory Circle, NW",http://www.fara.gov/docs/6399-Exhibit-AB-20161211-1.pdf,6399,NEW ZEALAND,DC,New Zealand Embassy,12/11/2016,12/11/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6399,Exhibit%20AB,NEW%20ZEALAND","Sonoran Policy Group, LLC"
KM 12.5 Carretera Norte,http://www.fara.gov/docs/6180-Exhibit-AB-20150508-2.pdf,3492,NICARAGUA,,Consulate General of Nicaragua,08/17/2011,06/24/1983,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3492,Exhibit%20AB,NICARAGUA","Akin, Gump, Strauss, Hauer & Feld, LLP"
"98 Lamido Zubairu Way, Yola By-Pass",http://www.fara.gov/docs/6205-Exhibit-AB-20140121-1.pdf,6205,NIGERIA,,American University of Nigeria,01/21/2014,01/21/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6205,Exhibit%20AB,NIGERIA","Conover + Gould Strategic Communications, Inc."
Wellington  ,http://www.fara.gov/docs/6205-Exhibit-AB-20140121-1.pdf,2526,NEW ZEALAND,,New Zealand Meat Producers Board,07/08/1974,07/08/1974,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2526,Exhibit%20AB,NEW%20ZEALAND","Beef + Lamb New Zealand, Ltd."
"37 Observatory Circle, NW",http://www.fara.gov/docs/6180-Exhibit-AB-20150508-2.pdf,6172,NEW ZEALAND,DC,Embassy of New Zealand,06/10/2013,06/10/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6172,Exhibit%20AB,NEW%20ZEALAND","Peck, Madigan, Jones & Stewart, Inc."
Ave. Republica de Panama No 3655,http://www.fara.gov/docs/4364-Exhibit-AB-19900401-D1NEY302.pdf,4777,NORTHERN IRELAND,,PromPeru,07/03/2013,03/12/1993,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:4777,Exhibit%20AB,PERU",Development Counsellors International
Belfast  ,http://www.fara.gov/docs/4364-Exhibit-AB-19900401-D1NEY302.pdf,4364,NORTHERN IRELAND,,Invest Northern Ireland,04/13/1990,04/13/1990,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:4364,Exhibit%20AB,NORTHERN%20IRELAND",Invest Northern Ireland
"2720 34th Street, NW",,6154,NORWAY,DC,Royal Norwegian Embassy,02/10/2013,02/10/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6154,Exhibit%20AB,NORWAY","Roth, Susan"
Oslo  ,,526,NORWAY,,Innovation Norway (aka Innovasjon Norge),05/13/1948,05/13/1948,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:526,Exhibit%20AB,NORWAY",Innovation Norway
"1, Street 37",http://www.fara.gov/docs/6019-Exhibit-AB-20110215-1.pdf,6019,PAKISTAN,,All Pakistan Muslim League,02/15/2011,02/15/2011,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6019,Exhibit%20AB,PAKISTAN","All Pakistan Muslim League, LLC"
"House #02, Street #84 G- 6/4",,6160,PAKISTAN,,Pakistan Tehreek-E-Insaf,03/29/2013,03/29/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6160,Exhibit%20AB,PAKISTAN","PTI USA, LLC"
P.O. Box 795,http://www.fara.gov/docs/6019-Exhibit-AB-20110215-1.pdf,2165,PALESTINE,,Palestinian Authority,11/14/2014,10/09/1969,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2165,Exhibit%20AB,PALESTINE","Squire Patton Boggs, LLP"
"Nine Zero, 494/8",http://www.fara.gov/docs/6005-Exhibit-AB-20101029-2.pdf,6005,PAKISTAN,,Muttahida Quami Movement,10/29/2010,10/29/2010,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6005,Exhibit%20AB,PAKISTAN",Muttahida Quami Movement USA
C -1/B Park Lane,http://www.fara.gov/docs/6018-Exhibit-AB-20110215-1.pdf,6018,PAKISTAN,,President Pervez Musharraf,02/15/2011,02/15/2011,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6018,Exhibit%20AB,PAKISTAN","Bokhari, Raza"
Embassy of Panama,http://www.fara.gov/docs/6005-Exhibit-AB-20101029-2.pdf,6385,PANAMA,DC,"Republic of Panama/MOFA through Bellwether Strategies, Inc.",10/27/2016,10/27/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6385,Exhibit%20AB,PANAMA",Trailblazer Group
Gaza City  ,http://www.fara.gov/docs/6005-Exhibit-AB-20101029-2.pdf,5244,PALESTINE,,Palestine Liberation Organizations Office,03/18/1998,03/18/1998,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5244,Exhibit%20AB,PALESTINE",General Delegation of the PLO to the US
P.O. Box 452,http://www.fara.gov/docs/6005-Exhibit-AB-20101029-2.pdf,3712,PALESTINE,,Palestine Monetary Authority,07/23/2015,08/05/1985,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3712,Exhibit%20AB,PALESTINE",DLA Piper US LLP
115 East 65th Street,http://www.fara.gov/docs/5860-Exhibit-AB-20140909-17.pdf,5860,PALESTINE,NY,Permanent Observer Mission of the State of Palestine to United Nations,09/09/2014,04/03/2008,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5860,Exhibit%20AB,PALESTINE","Independent Diplomat, Inc."
"P.H. BICSA Financial Center Building, 28th Floor",http://www.fara.gov/docs/6400-Exhibit-AB-20161223-2.pdf,6400,PANAMA,,Tourism Authority of Panama,12/23/2016,12/23/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6400,Exhibit%20AB,PANAMA","VML, Inc."
"2682 McGill Terrace, NW",http://www.fara.gov/docs/6400-Exhibit-AB-20161223-2.pdf,6382,PANAMA,DC,"Government of the Republic of Panama, Embassy",10/04/2016,10/04/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6382,Exhibit%20AB,PANAMA","Bellwether Strategies, Inc."
